area,area_juridica,tipo_processo,foro,valor_causa,complexidade,duracao_esperada,descricao,probabilidade_sucesso,prescricao,nulidade_prova,ilegitimidade,impugnacao_pericia,acordo_proposto,decadencia,incompetencia,conexao
tributario,Direito Tributário,Tributário,SC,8455346,Alta,28,Execução fiscal de débito previdenciário,0.65,1,0,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,DF,7945,Média,8,Cobrança de verbas rescisórias não pagas,0.85,1,1,0,0,1,0,0,0
civil,Direito Civil,Civil,PE,422111,Média,12,Cobrança de dívida com pedido de penhora de bens,0.7,1,0,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,SP,9048390,Alta,32,Ação anulatória de auto de infração,0.65,1,0,0,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,CE,18056,Média,16,Processo jurídico na área de previdenciario,0.82,0,0,0,1,1,0,0,0
penal,Direito Penal,Penal,SC,0,Alta,26,Ação penal por crime contra o patrimônio,0.55,0,1,1,0,0,0,0,0
civil,Direito Civil,Civil,GO,290989,Baixa,8,Cobrança de dívida com pedido de penhora de bens,0.7,0,0,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,MG,40867,Baixa,6,Cobrança indevida de tarifa bancária com pedido de repetição,0.85,0,1,1,0,0,0,0,0
civil,Direito Civil,Civil,RJ,124875,Média,12,Ação de despejo por falta de pagamento,0.7,1,0,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,SP,38933,Baixa,8,Propaganda enganosa com pedido de indenização,0.8,0,1,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,SP,4580752,Média,15,Desapropriação para fins de reforma agrária,0.7,1,0,1,1,0,0,0,0
civil,Direito Civil,Civil,PE,199711,Alta,20,Ação de despejo por falta de pagamento,0.7,1,0,0,0,0,0,0,0
penal,Direito Penal,Penal,SC,0,Alta,22,Ação penal por crime contra o patrimônio,0.5,0,0,0,0,0,0,1,0
consumidor,Direito do Consumidor,Civil,GO,34009,Baixa,7,Cobrança indevida de tarifa bancária com pedido de repetição,0.85,0,1,0,0,1,0,0,0
ambiental,Direito Ambiental,Ambiental,MS,43107732,Média,22,Processo jurídico na área de ambiental,0.73,0,0,0,1,0,0,1,1
civil,Direito Civil,Civil,CE,395070,Média,12,Cobrança de dívida com pedido de penhora de bens,0.8,1,1,1,0,0,0,0,0
civil,Direito Civil,Civil,SP,305932,Média,12,Rescisão contratual com pedido de restituição de valores,0.8,1,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PE,83954,Média,8,Ação de rescisão indireta por assédio moral,0.8,1,1,0,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,RJ,352792,Alta,23,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
trabalhista,Direito Trabalhista,Trabalhista,MS,99606,Média,8,Reclamação trabalhista com pedido de horas extras,0.75,0,1,0,0,0,0,0,0
tributario,Direito Tributário,Tributário,PR,3184898,Alta,28,Ação anulatória de auto de infração,0.65,0,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RS,35411,Média,8,Ação de rescisão indireta por assédio moral,0.8,1,0,0,0,1,0,0,0
civil,Direito Civil,Civil,SP,424796,Alta,17,Rescisão contratual com pedido de restituição de valores,0.75,0,1,1,0,0,0,0,0
civil,Direito Civil,Civil,PE,425509,Média,12,Cobrança de dívida com pedido de penhora de bens,0.7,0,0,1,0,0,0,0,0
tributario,Direito Tributário,Tributário,GO,7627614,Alta,31,Ação anulatória de auto de infração,0.65,0,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,CE,38520,Média,8,Reclamação trabalhista com pedido de horas extras,0.8,0,1,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MG,86787,Baixa,5,Ação de rescisão indireta por assédio moral,0.8,1,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,ES,10435,Alta,14,Reclamação trabalhista com pedido de horas extras,0.75,1,0,0,0,0,0,0,0
civil,Direito Civil,Civil,CE,445385,Alta,16,Rescisão contratual com pedido de restituição de valores,0.7,0,1,0,0,0,0,0,0
civil,Direito Civil,Civil,GO,15797,Média,12,Ação de despejo por falta de pagamento,0.7,0,0,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,PR,1194043,Média,15,Regularização fundiária de propriedade rural,0.6,1,0,0,0,0,0,0,0
penal,Direito Penal,Penal,PE,0,Média,18,Ação penal por crime ambiental,0.55,0,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SP,55650,Alta,16,Ação de rescisão indireta por assédio moral,0.75,1,0,0,0,0,0,0,0
civil,Direito Civil,Civil,SP,374318,Baixa,10,Ação de despejo por falta de pagamento,0.8,1,1,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,SC,508990,Média,20,Processo jurídico na área de administrativo,0.62,0,0,1,0,0,0,1,0
administrativo,Direito Administrativo,Administrativo,BA,336868,Média,20,Processo jurídico na área de administrativo,0.62,0,1,0,0,0,0,1,0
empresarial,Direito Empresarial,Empresarial,GO,29773000,Média,14,Processo jurídico na área de empresarial,0.78,0,1,0,0,0,0,0,1
agrario,Direito Agrário,Agrário,PE,3120388,Média,15,Conflito de terras entre posseiros,0.6,0,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PE,63580,Média,8,Ação de rescisão indireta por assédio moral,0.8,1,1,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,SP,4001995,Média,15,Regularização fundiária de propriedade rural,0.7,1,0,1,1,0,0,0,0
consumidor,Direito do Consumidor,Civil,MS,14361,Baixa,7,Vício em produto com pedido de substituição,0.9,0,1,1,0,1,0,0,0
civil,Direito Civil,Civil,MT,320683,Alta,18,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,0,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SC,82574,Alta,14,Reclamação trabalhista com pedido de horas extras,0.8,1,0,0,0,1,0,0,0
administrativo,Direito Administrativo,Administrativo,PR,436827,Alta,23,Processo jurídico na área de administrativo,0.57,0,0,1,0,0,0,0,0
civil,Direito Civil,Civil,MT,12105,Baixa,10,Cobrança de dívida com pedido de penhora de bens,0.7,1,0,0,0,0,0,0,0
penal,Direito Penal,Penal,PR,0,Média,18,Ação penal por crime contra o patrimônio,0.55,0,0,1,0,0,0,1,0
civil,Direito Civil,Civil,RS,226357,Média,12,Ação de despejo por falta de pagamento,0.75,1,1,0,0,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,MT,29469,Média,16,Processo jurídico na área de previdenciario,0.82,1,0,0,0,1,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,DF,109380,Média,16,Processo jurídico na área de previdenciario,0.77,0,0,0,1,0,0,0,0
agrario,Direito Agrário,Agrário,CE,871163,Alta,18,Ação de usucapião de imóvel rural,0.65,1,0,1,0,0,0,0,0
tributario,Direito Tributário,Tributário,PE,9606594,Alta,29,Ação anulatória de auto de infração,0.65,0,1,0,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,BA,708816,Alta,27,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
empresarial,Direito Empresarial,Empresarial,SC,27062672,Média,14,Processo jurídico na área de empresarial,0.73,0,0,0,0,1,0,0,0
civil,Direito Civil,Civil,DF,46925,Baixa,10,Rescisão contratual com pedido de restituição de valores,0.7,0,0,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,GO,42935,Baixa,9,Cobrança indevida de tarifa bancária com pedido de repetição,0.85,0,1,0,0,1,0,0,0
civil,Direito Civil,Civil,GO,34606,Alta,15,Ação de despejo por falta de pagamento,0.7,1,0,0,0,0,0,0,0
civil,Direito Civil,Civil,ES,51387,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,1,1,0,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,DF,10068034,Média,14,Processo jurídico na área de empresarial,0.73,0,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,DF,81950,Média,8,Ação de rescisão indireta por assédio moral,0.75,0,0,0,0,1,0,0,0
empresarial,Direito Empresarial,Empresarial,MT,30788347,Baixa,13,Processo jurídico na área de empresarial,0.73,0,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MT,70694,Média,8,Ação de rescisão indireta por assédio moral,0.85,1,1,0,0,1,0,0,0
penal,Direito Penal,Penal,RJ,0,Baixa,16,Ação penal por crime ambiental,0.6,0,1,1,0,0,0,1,0
administrativo,Direito Administrativo,Administrativo,BA,324622,Baixa,16,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
consumidor,Direito do Consumidor,Civil,PE,43703,Média,10,Propaganda enganosa com pedido de indenização,0.9,0,1,1,0,1,0,0,0
penal,Direito Penal,Penal,GO,0,Alta,25,Processo por lesão corporal dolosa,0.55,0,1,0,0,0,0,1,0
previdenciario,Direito Previdenciário,Previdenciário,GO,85489,Média,16,Processo jurídico na área de previdenciario,0.82,0,0,0,1,1,0,0,0
consumidor,Direito do Consumidor,Civil,GO,31494,Média,10,Cobrança indevida de tarifa bancária com pedido de repetição,0.85,0,0,1,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,CE,40004,Alta,15,Equiparação salarial entre empregados,0.8,1,1,0,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,RS,18700387,Média,14,Processo jurídico na área de empresarial,0.73,0,1,0,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,MG,42553810,Média,14,Processo jurídico na área de empresarial,0.78,0,0,0,0,1,0,0,1
trabalhista,Direito Trabalhista,Trabalhista,MG,34917,Baixa,7,Reclamação trabalhista com pedido de horas extras,0.8,1,1,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,ES,798329,Alta,21,Regularização fundiária de propriedade rural,0.6,1,0,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SP,76222,Média,8,Ação de rescisão indireta por assédio moral,0.75,0,0,0,0,1,0,0,0
penal,Direito Penal,Penal,MS,0,Média,18,Processo por lesão corporal dolosa,0.6,0,1,1,0,0,0,1,0
consumidor,Direito do Consumidor,Civil,CE,30513,Baixa,9,Cobrança indevida de tarifa bancária com pedido de repetição,0.85,0,0,1,0,1,0,0,0
empresarial,Direito Empresarial,Empresarial,RS,41439468,Alta,18,Processo jurídico na área de empresarial,0.83,0,1,0,0,1,0,0,1
empresarial,Direito Empresarial,Empresarial,SC,33389163,Alta,18,Processo jurídico na área de empresarial,0.78,0,1,0,0,0,0,0,1
administrativo,Direito Administrativo,Administrativo,MS,882710,Alta,28,Processo jurídico na área de administrativo,0.62,0,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,ES,46030,Baixa,7,Cobrança indevida de tarifa bancária com pedido de repetição,0.85,0,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SP,18000,Média,8,Cobrança de verbas rescisórias não pagas,0.75,1,0,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,ES,180306,Alta,19,Regularização fundiária de propriedade rural,0.7,1,0,1,1,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,GO,13205,Baixa,7,Ação de rescisão indireta por assédio moral,0.75,1,0,0,0,0,0,0,0
civil,Direito Civil,Civil,MG,328949,Alta,15,Cobrança de dívida com pedido de penhora de bens,0.75,1,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,SC,70140,Média,8,Equiparação salarial entre empregados,0.75,1,0,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PR,40837,Alta,15,Equiparação salarial entre empregados,0.85,1,1,0,0,1,0,0,0
agrario,Direito Agrário,Agrário,PR,4199493,Alta,18,Conflito de terras entre posseiros,0.7,1,0,1,1,0,0,0,0
administrativo,Direito Administrativo,Administrativo,CE,291381,Alta,28,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
penal,Direito Penal,Penal,BA,0,Média,18,Ação penal por crime ambiental,0.55,0,0,1,0,0,0,1,0
penal,Direito Penal,Penal,RJ,0,Alta,22,Ação penal por crime contra o patrimônio,0.5,0,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RJ,76058,Alta,12,Cobrança de verbas rescisórias não pagas,0.85,1,1,0,0,1,0,0,0
tributario,Direito Tributário,Tributário,BA,4328950,Alta,29,Mandado de segurança contra cobrança de ICMS,0.65,0,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MT,6665,Baixa,7,Reclamação trabalhista com pedido de horas extras,0.85,1,1,0,0,1,0,0,0
civil,Direito Civil,Civil,GO,335157,Média,12,Ação de despejo por falta de pagamento,0.8,1,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,DF,29805,Média,8,Reclamação trabalhista com pedido de horas extras,0.8,1,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,RS,36211,Alta,13,Vício em produto com pedido de substituição,0.85,0,1,0,0,1,0,0,0
civil,Direito Civil,Civil,RS,64857,Baixa,10,Rescisão contratual com pedido de restituição de valores,0.7,1,0,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,GO,29251,Alta,17,Propaganda enganosa com pedido de indenização,0.9,0,1,1,0,1,0,0,0
agrario,Direito Agrário,Agrário,RS,2309164,Média,15,Ação de usucapião de imóvel rural,0.65,0,0,1,1,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,PE,3724,Alta,22,Processo jurídico na área de previdenciario,0.77,0,0,0,1,0,0,0,0
civil,Direito Civil,Civil,BA,472400,Média,12,Ação de despejo por falta de pagamento,0.8,1,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,BA,47557,Baixa,8,Cobrança indevida de tarifa bancária com pedido de repetição,0.9,0,1,1,0,1,0,0,0
agrario,Direito Agrário,Agrário,SP,2551700,Baixa,13,Ação de usucapião de imóvel rural,0.7,1,0,1,1,0,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,BA,172737,Baixa,15,Processo jurídico na área de previdenciario,0.82,1,0,0,1,0,0,0,0
empresarial,Direito Empresarial,Empresarial,GO,1945313,Média,14,Processo jurídico na área de empresarial,0.78,0,1,0,0,1,0,0,0
civil,Direito Civil,Civil,DF,420489,Alta,15,Ação de despejo por falta de pagamento,0.7,0,1,0,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,GO,551531,Média,20,Processo jurídico na área de administrativo,0.62,0,1,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,GO,1016029,Alta,21,Ação de usucapião de imóvel rural,0.65,0,0,1,1,0,0,0,0
civil,Direito Civil,Civil,GO,475163,Média,12,Rescisão contratual com pedido de restituição de valores,0.8,1,1,1,0,0,0,0,0
civil,Direito Civil,Civil,RJ,182596,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,1,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,SC,1085,Baixa,7,Propaganda enganosa com pedido de indenização,0.85,0,1,0,0,1,0,0,0
civil,Direito Civil,Civil,MS,419867,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.75,1,0,1,0,0,0,0,0
administrativo,Direito Administrativo,Administrativo,MS,540169,Alta,25,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
tributario,Direito Tributário,Tributário,SC,4650987,Alta,30,Execução fiscal de débito previdenciário,0.65,1,0,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PE,5250,Média,8,Equiparação salarial entre empregados,0.85,1,1,0,0,1,0,0,0
previdenciario,Direito Previdenciário,Previdenciário,PR,47444,Alta,21,Processo jurídico na área de previdenciario,0.77,0,0,0,1,0,0,0,0
civil,Direito Civil,Civil,DF,54457,Baixa,9,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.8,1,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,RJ,80407,Alta,14,Ação de rescisão indireta por assédio moral,0.8,1,1,0,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,MS,43969,Baixa,9,Propaganda enganosa com pedido de indenização,0.85,0,1,0,0,1,0,0,0
agrario,Direito Agrário,Agrário,DF,3437756,Alta,20,Ação de usucapião de imóvel rural,0.6,1,0,0,0,0,0,0,0
civil,Direito Civil,Civil,MS,107998,Alta,16,Ação de despejo por falta de pagamento,0.8,1,1,1,0,0,0,0,0
penal,Direito Penal,Penal,MS,0,Alta,21,Processo por lesão corporal dolosa,0.55,0,1,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,BA,4050155,Alta,20,Desapropriação para fins de reforma agrária,0.65,1,0,1,0,0,0,0,0
empresarial,Direito Empresarial,Empresarial,PE,43031763,Média,14,Processo jurídico na área de empresarial,0.73,0,0,0,0,0,0,0,1
administrativo,Direito Administrativo,Administrativo,MS,432564,Alta,28,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
civil,Direito Civil,Civil,PR,239366,Média,12,Ação de despejo por falta de pagamento,0.75,1,1,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,PR,4481136,Alta,22,Conflito de terras entre posseiros,0.65,0,0,1,1,0,0,0,0
tributario,Direito Tributário,Tributário,PE,4907970,Média,24,Ação anulatória de auto de infração,0.75,1,1,1,0,0,0,0,0
tributario,Direito Tributário,Tributário,ES,7764813,Média,24,Execução fiscal de débito previdenciário,0.7,1,1,0,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,MS,32535,Baixa,4,Cobrança de verbas rescisórias não pagas,0.85,1,1,0,0,1,0,0,0
administrativo,Direito Administrativo,Administrativo,ES,958141,Baixa,19,Processo jurídico na área de administrativo,0.67,0,1,1,0,0,0,1,0
empresarial,Direito Empresarial,Empresarial,MS,48973417,Alta,22,Processo jurídico na área de empresarial,0.73,0,1,0,0,0,0,0,0
agrario,Direito Agrário,Agrário,CE,3216534,Alta,19,Conflito de terras entre posseiros,0.65,1,0,0,1,0,0,0,0
consumidor,Direito do Consumidor,Civil,GO,30114,Baixa,6,Cobrança indevida de tarifa bancária com pedido de repetição,0.8,0,0,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,ES,93343,Média,8,Equiparação salarial entre empregados,0.85,1,1,0,0,1,0,0,0
agrario,Direito Agrário,Agrário,DF,285730,Alta,22,Desapropriação para fins de reforma agrária,0.65,1,0,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,MG,3804856,Alta,18,Regularização fundiária de propriedade rural,0.65,1,0,1,0,0,0,0,0
agrario,Direito Agrário,Agrário,GO,3282351,Média,15,Desapropriação para fins de reforma agrária,0.6,1,0,0,0,0,0,0,0
civil,Direito Civil,Civil,SP,280314,Média,12,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.7,0,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,CE,68395,Alta,12,Equiparação salarial entre empregados,0.8,1,1,0,0,0,0,0,0
civil,Direito Civil,Civil,BA,384551,Média,12,Rescisão contratual com pedido de restituição de valores,0.8,1,1,1,0,0,0,0,0
consumidor,Direito do Consumidor,Civil,ES,36334,Baixa,6,Vício em produto com pedido de substituição,0.85,0,1,0,0,1,0,0,0
empresarial,Direito Empresarial,Empresarial,RS,8009197,Média,14,Processo jurídico na área de empresarial,0.73,0,0,0,0,0,0,0,1
agrario,Direito Agrário,Agrário,SC,440838,Baixa,13,Desapropriação para fins de reforma agrária,0.7,1,0,1,1,0,0,0,0
civil,Direito Civil,Civil,GO,139225,Média,12,Rescisão contratual com pedido de restituição de valores,0.7,0,0,1,0,0,0,0,0
civil,Direito Civil,Civil,PE,401847,Média,12,Cobrança de dívida com pedido de penhora de bens,0.75,0,1,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,CE,22273,Média,8,Equiparação salarial entre empregados,0.8,0,1,0,0,1,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PR,81966,Alta,12,Ação de rescisão indireta por assédio moral,0.85,1,1,0,0,1,0,0,0
agrario,Direito Agrário,Agrário,RS,1729944,Alta,19,Desapropriação para fins de reforma agrária,0.7,1,0,1,1,0,0,0,0
penal,Direito Penal,Penal,DF,0,Alta,22,Ação penal por crime contra o patrimônio,0.5,0,0,0,0,0,0,1,0
civil,Direito Civil,Civil,BA,349207,Alta,19,Ação de indenização por danos morais e materiais decorrente de acidente de trânsito,0.8,1,1,1,0,0,0,0,0
penal,Direito Penal,Penal,BA,0,Alta,24,Processo por lesão corporal dolosa,0.55,0,1,0,0,0,0,1,0
trabalhista,Direito Trabalhista,Trabalhista,ES,42236,Média,8,Equiparação salarial entre empregados,0.75,0,0,0,0,1,0,0,0
penal,Direito Penal,Penal,DF,0,Alta,21,Ação penal por crime ambiental,0.55,0,0,1,0,0,0,1,0
consumidor,Direito do Consumidor,Civil,PR,22879,Baixa,8,Negativação indevida do nome do consumidor,0.85,0,0,1,0,1,0,0,0
administrativo,Direito Administrativo,Administrativo,DF,944057,Alta,24,Processo jurídico na área de administrativo,0.62,0,1,0,0,0,0,1,0
administrativo,Direito Administrativo,Administrativo,ES,678935,Alta,28,Processo jurídico na área de administrativo,0.57,0,0,1,0,0,0,0,0
trabalhista,Direito Trabalhista,Trabalhista,PR,84224,Média,8,Reclamação trabalhista com pedido de horas extras,0.85,1,1,0,0,1,0,0,0
